,Iteration,x,f(x),f_prime(x)
0,1,3.11875,-8.95,8.0
1,2,2.764901400551968,8.909838623046877,25.179804687499995
2,3,2.7053694569025946,1.1271801585386785,18.9340392643227
3,4,2.703744142831437,0.0291858813027143,17.957071695024318
4,5,2.703742947362564,2.1435590330298737e-05,17.930697169685903
